invoice_id,Branch,City,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,total,day_name,month_name,year,shift
1691,WALM061,Cedar Park,Home and lifestyle,84.0,1.0,2022-03-17,18:24:00,Ewallet,9.0,0.33,84.0,Thursday,March,2022,Evening
1692,WALM095,Big Spring,Fashion accessories,58.0,1.0,2021-06-21,17:12:00,Ewallet,6.0,0.33,58.0,Monday,June,2021,Evening
1693,WALM002,Dallas,Home and lifestyle,59.0,3.0,2023-02-07,9:59:00,Ewallet,5.0,0.36,177.0,Tuesday,February,2023,Morning
1694,WALM063,Georgetown,Fashion accessories,54.0,2.0,2020-08-05,17:17:00,Ewallet,9.0,0.33,108.0,Wednesday,August,2020,Evening
1695,WALM062,Galveston,Home and lifestyle,85.0,2.0,2022-03-19,15:10:00,Ewallet,8.0,0.33,170.0,Saturday,March,2022,Afternoon
1696,WALM076,Huntsville,Fashion accessories,85.0,1.0,2020-07-28,20:12:00,Ewallet,8.0,0.33,85.0,Tuesday,July,2020,Evening
1697,WALM052,Mansfield,Home and lifestyle,58.0,3.0,2020-09-15,13:34:00,Ewallet,7.0,0.57,174.0,Tuesday,September,2020,Afternoon
1698,WALM005,Fort Worth,Fashion accessories,47.0,1.0,2021-10-25,6:38:00,Ewallet,5.0,0.48,47.0,Monday,October,2021,Morning
1699,WALM052,Mansfield,Home and lifestyle,19.0,1.0,2022-02-12,13:30:00,Ewallet,6.0,0.57,19.0,Saturday,February,2022,Afternoon
1700,WALM027,Abilene,Fashion accessories,70.0,3.0,2021-11-18,10:19:00,Ewallet,9.0,0.48,210.0,Thursday,November,2021,Morning
1701,WALM036,Allen,Home and lifestyle,24.0,3.0,2023-11-06,17:37:00,Ewallet,4.0,0.48,72.0,Monday,November,2023,Evening
1702,WALM017,McKinney,Fashion accessories,47.0,1.0,2023-07-29,19:01:00,Ewallet,7.0,0.48,47.0,Saturday,July,2023,Evening
1703,WALM036,Allen,Home and lifestyle,42.0,2.0,2021-04-06,22:44:00,Ewallet,6.0,0.48,84.0,Tuesday,April,2021,Evening
1704,WALM037,League City,Fashion accessories,17.0,1.0,2023-03-01,17:20:00,Ewallet,4.0,0.48,17.0,Wednesday,March,2023,Evening
1705,WALM024,Carrollton,Home and lifestyle,77.0,3.0,2023-11-25,13:36:00,Ewallet,9.0,0.48,231.0,Saturday,November,2023,Afternoon
1706,WALM001,Houston,Fashion accessories,44.0,2.0,2023-04-14,11:28:00,Ewallet,9.0,0.36,88.0,Friday,April,2023,Morning
1707,WALM068,Burleson,Home and lifestyle,67.0,3.0,2023-10-19,16:14:00,Ewallet,6.0,0.33,201.0,Thursday,October,2023,Afternoon
1708,WALM041,Mission,Fashion accessories,34.0,1.0,2022-11-14,16:55:00,Ewallet,8.0,0.48,34.0,Monday,November,2022,Afternoon
1709,WALM079,La Porte,Home and lifestyle,78.0,1.0,2023-08-13,19:51:00,Ewallet,5.0,0.33,78.0,Sunday,August,2023,Evening
1710,WALM011,Lubbock,Fashion accessories,25.0,1.0,2021-01-14,14:57:00,Ewallet,9.0,0.48,25.0,Thursday,January,2021,Afternoon
1711,WALM051,New Braunfels,Home and lifestyle,49.0,1.0,2022-05-30,15:03:00,Ewallet,7.0,0.48,49.0,Monday,May,2022,Afternoon
1712,WALM069,Rockwall,Fashion accessories,52.0,2.0,2022-11-04,20:10:00,Ewallet,4.0,0.33,104.0,Friday,November,2022,Evening
1713,WALM062,Galveston,Home and lifestyle,73.0,1.0,2023-08-16,13:05:00,Ewallet,8.0,0.33,73.0,Wednesday,August,2023,Afternoon
1714,WALM007,Arlington,Fashion accessories,26.0,2.0,2022-05-17,22:40:00,Ewallet,5.0,0.48,52.0,Tuesday,May,2022,Evening
1715,WALM037,League City,Home and lifestyle,52.0,2.0,2021-01-26,8:14:00,Ewallet,6.0,0.48,104.0,Tuesday,January,2021,Morning
1716,WALM024,Carrollton,Fashion accessories,39.0,3.0,2023-03-28,17:08:00,Ewallet,6.0,0.48,117.0,Tuesday,March,2023,Evening
1717,WALM006,El Paso,Home and lifestyle,50.0,3.0,2023-09-21,6:35:00,Ewallet,6.0,0.48,150.0,Thursday,September,2023,Morning
1718,WALM006,El Paso,Fashion accessories,37.0,3.0,2022-09-08,17:27:00,Ewallet,7.0,0.48,111.0,Thursday,September,2022,Evening
1719,WALM063,Georgetown,Home and lifestyle,59.0,3.0,2023-07-02,9:24:00,Ewallet,9.0,0.33,177.0,Sunday,July,2023,Morning
1720,WALM069,Rockwall,Fashion accessories,53.0,2.0,2020-07-02,12:54:00,Ewallet,7.0,0.33,106.0,Thursday,July,2020,Afternoon
1721,WALM020,Killeen,Home and lifestyle,64.0,3.0,2021-04-17,13:53:00,Ewallet,7.0,0.48,192.0,Saturday,April,2021,Afternoon
1722,WALM017,McKinney,Fashion accessories,59.0,3.0,2020-09-04,12:28:00,Ewallet,9.0,0.48,177.0,Friday,September,2020,Afternoon
1723,WALM098,Mineral Wells,Home and lifestyle,68.0,1.0,2020-02-15,11:16:00,Ewallet,5.0,0.18,68.0,Saturday,February,2020,Morning
1724,WALM069,Rockwall,Fashion accessories,55.0,2.0,2022-05-14,21:50:00,Ewallet,7.0,0.33,110.0,Saturday,May,2022,Evening
1725,WALM098,Mineral Wells,Home and lifestyle,39.0,2.0,2023-03-22,14:52:00,Ewallet,6.0,0.18,78.0,Wednesday,March,2023,Afternoon
1726,WALM079,La Porte,Fashion accessories,82.0,1.0,2022-03-22,17:06:00,Ewallet,8.0,0.33,82.0,Tuesday,March,2022,Evening
1727,WALM059,Pflugerville,Home and lifestyle,61.0,3.0,2022-12-30,21:45:00,Ewallet,8.0,0.33,183.0,Friday,December,2022,Evening
1728,WALM022,Mesquite,Fashion accessories,28.0,3.0,2023-07-04,18:34:00,Ewallet,9.0,0.48,84.0,Tuesday,July,2023,Evening
1729,WALM022,Mesquite,Home and lifestyle,61.0,1.0,2021-02-11,16:54:00,Ewallet,4.0,0.48,61.0,Thursday,February,2021,Afternoon
1730,WALM006,El Paso,Fashion accessories,84.0,1.0,2021-04-21,21:52:00,Ewallet,9.0,0.48,84.0,Wednesday,April,2021,Evening
1731,WALM017,McKinney,Home and lifestyle,58.0,1.0,2021-12-20,13:57:00,Ewallet,8.0,0.48,58.0,Monday,December,2021,Afternoon
1732,WALM015,Grand Prairie,Fashion accessories,41.0,1.0,2022-04-01,11:04:00,Ewallet,4.0,0.48,41.0,Friday,April,2022,Morning
1733,WALM053,Conroe,Home and lifestyle,20.0,1.0,2020-10-15,21:37:00,Ewallet,5.0,0.57,20.0,Thursday,October,2020,Evening
1734,WALM033,Pearland,Fashion accessories,31.0,1.0,2023-06-08,20:37:00,Ewallet,4.0,0.48,31.0,Thursday,June,2023,Evening
1735,WALM045,Missouri City,Home and lifestyle,85.0,2.0,2022-10-03,8:19:00,Credit card,8.0,0.48,170.0,Monday,October,2022,Morning
1736,WALM002,Dallas,Fashion accessories,54.0,1.0,2021-10-14,7:43:00,Ewallet,5.0,0.36,54.0,Thursday,October,2021,Morning
1737,WALM071,Lufkin,Home and lifestyle,20.0,3.0,2020-05-23,15:22:00,Ewallet,4.0,0.33,60.0,Saturday,May,2020,Afternoon
1738,WALM077,Coppell,Fashion accessories,43.0,3.0,2020-11-27,6:05:00,Ewallet,6.0,0.33,129.0,Friday,November,2020,Morning
1739,WALM071,Lufkin,Home and lifestyle,54.0,1.0,2022-10-10,22:03:00,Ewallet,7.0,0.33,54.0,Monday,October,2022,Evening
1740,WALM093,Angleton,Fashion accessories,51.0,3.0,2022-10-09,18:02:00,Ewallet,7.0,0.33,153.0,Sunday,October,2022,Evening
1741,WALM005,Fort Worth,Home and lifestyle,45.0,3.0,2021-08-11,9:06:00,Ewallet,9.0,0.48,135.0,Wednesday,August,2021,Morning
1742,WALM019,Pasadena,Fashion accessories,40.0,1.0,2023-01-19,12:07:00,Ewallet,6.0,0.48,40.0,Thursday,January,2023,Afternoon
1743,WALM083,Farmers Branch,Home and lifestyle,29.0,2.0,2023-01-05,16:14:00,Ewallet,8.0,0.33,58.0,Thursday,January,2023,Afternoon
1744,WALM092,Lake Jackson,Fashion accessories,63.0,2.0,2021-12-09,14:20:00,Ewallet,7.0,0.33,126.0,Thursday,December,2021,Afternoon
1745,WALM015,Grand Prairie,Home and lifestyle,41.0,1.0,2021-08-10,13:54:00,Ewallet,9.0,0.48,41.0,Tuesday,August,2021,Afternoon
1746,WALM005,Fort Worth,Fashion accessories,67.0,2.0,2023-02-09,21:00:00,Ewallet,8.0,0.48,134.0,Thursday,February,2023,Evening
1747,WALM033,Pearland,Home and lifestyle,74.0,3.0,2022-08-16,18:53:00,Ewallet,5.0,0.48,222.0,Tuesday,August,2022,Evening
1748,WALM026,Denton,Fashion accessories,52.0,2.0,2021-05-03,8:59:00,Ewallet,9.0,0.48,104.0,Monday,May,2021,Morning
1749,WALM076,Huntsville,Home and lifestyle,57.0,1.0,2020-09-17,14:27:00,Ewallet,9.0,0.33,57.0,Thursday,September,2020,Afternoon
1750,WALM052,Mansfield,Fashion accessories,30.0,3.0,2020-07-27,13:12:00,Ewallet,9.0,0.57,90.0,Monday,July,2020,Afternoon
1751,WALM096,Eagle Pass,Home and lifestyle,74.0,3.0,2021-11-05,19:28:00,Ewallet,4.0,0.33,222.0,Friday,November,2021,Evening
1752,WALM080,Nacogdoches,Fashion accessories,76.0,1.0,2023-08-08,6:21:00,Ewallet,9.0,0.33,76.0,Tuesday,August,2023,Morning
1753,WALM052,Mansfield,Home and lifestyle,47.0,3.0,2020-10-06,6:54:00,Ewallet,8.0,0.57,141.0,Tuesday,October,2020,Morning
1754,WALM071,Lufkin,Fashion accessories,26.0,3.0,2023-02-27,6:04:00,Ewallet,9.0,0.33,78.0,Monday,February,2023,Morning
1755,WALM047,Flower Mound,Home and lifestyle,25.0,1.0,2022-05-22,8:37:00,Ewallet,9.0,0.48,25.0,Sunday,May,2022,Morning
1756,WALM040,Edinburg,Fashion accessories,73.0,1.0,2020-05-05,16:07:00,Ewallet,9.0,0.48,73.0,Tuesday,May,2020,Afternoon
1757,WALM081,Friendswood,Home and lifestyle,28.0,1.0,2021-12-16,12:03:00,Ewallet,4.0,0.33,28.0,Thursday,December,2021,Afternoon
1758,WALM072,Lancaster,Fashion accessories,59.0,1.0,2021-02-16,9:16:00,Ewallet,8.0,0.33,59.0,Tuesday,February,2021,Morning
1759,WALM026,Denton,Home and lifestyle,68.0,2.0,2022-01-18,11:38:00,Ewallet,8.0,0.48,136.0,Tuesday,January,2022,Morning
1760,WALM093,Angleton,Fashion accessories,35.0,3.0,2021-04-13,7:30:00,Ewallet,4.0,0.33,105.0,Tuesday,April,2021,Morning
1761,WALM077,Coppell,Home and lifestyle,38.0,3.0,2022-06-03,8:05:00,Ewallet,8.0,0.33,114.0,Friday,June,2022,Morning
1762,WALM091,Little Elm,Fashion accessories,25.0,2.0,2021-11-23,11:26:00,Ewallet,6.0,0.33,50.0,Tuesday,November,2021,Morning
1763,WALM008,Corpus Christi,Home and lifestyle,47.0,2.0,2021-07-12,14:18:00,Ewallet,4.0,0.48,94.0,Monday,July,2021,Afternoon
1764,WALM092,Lake Jackson,Fashion accessories,34.0,2.0,2022-10-18,19:54:00,Ewallet,6.0,0.33,68.0,Tuesday,October,2022,Evening
1765,WALM079,La Porte,Home and lifestyle,70.0,2.0,2020-04-14,10:23:00,Ewallet,4.0,0.33,140.0,Tuesday,April,2020,Morning
1766,WALM085,Kerrville,Fashion accessories,75.0,2.0,2020-02-28,9:19:00,Ewallet,8.0,0.33,150.0,Friday,February,2020,Morning
1767,WALM083,Farmers Branch,Home and lifestyle,57.0,1.0,2020-01-30,14:17:00,Ewallet,6.0,0.33,57.0,Thursday,January,2020,Afternoon
1768,WALM100,Canyon,Fashion accessories,83.0,1.0,2020-12-08,21:26:00,Ewallet,6.0,0.18,83.0,Tuesday,December,2020,Evening
1769,WALM021,McAllen,Home and lifestyle,21.0,1.0,2021-03-04,13:31:00,Ewallet,4.0,0.48,21.0,Thursday,March,2021,Afternoon
1770,WALM016,Brownsville,Fashion accessories,61.0,2.0,2023-11-29,20:59:00,Ewallet,9.0,0.48,122.0,Wednesday,November,2023,Evening
1771,WALM037,League City,Home and lifestyle,38.0,2.0,2023-02-02,13:11:00,Ewallet,7.0,0.48,76.0,Thursday,February,2023,Afternoon
1772,WALM053,Conroe,Fashion accessories,72.0,2.0,2021-01-29,8:40:00,Ewallet,8.0,0.57,144.0,Friday,January,2021,Morning
1773,WALM039,Longview,Home and lifestyle,67.0,3.0,2023-06-14,17:10:00,Ewallet,7.0,0.48,201.0,Wednesday,June,2023,Evening
1774,WALM068,Burleson,Fashion accessories,77.0,3.0,2021-12-06,7:07:00,Ewallet,7.0,0.33,231.0,Monday,December,2021,Morning
1775,WALM044,Pharr,Home and lifestyle,32.0,3.0,2020-04-01,16:10:00,Ewallet,6.0,0.48,96.0,Wednesday,April,2020,Afternoon
1776,WALM071,Lufkin,Fashion accessories,84.0,3.0,2021-02-24,13:58:00,Ewallet,8.0,0.33,252.0,Wednesday,February,2021,Afternoon
1777,WALM004,Austin,Home and lifestyle,73.0,3.0,2021-07-30,21:22:00,Ewallet,7.0,0.48,219.0,Friday,July,2021,Evening
1778,WALM083,Farmers Branch,Fashion accessories,71.0,3.0,2021-12-29,17:31:00,Ewallet,5.0,0.33,213.0,Wednesday,December,2021,Evening
1779,WALM044,Pharr,Home and lifestyle,42.0,1.0,2023-04-02,13:13:00,Ewallet,6.0,0.48,42.0,Sunday,April,2023,Afternoon
1780,WALM042,Bryan,Fashion accessories,55.0,2.0,2020-08-26,9:16:00,Ewallet,9.0,0.48,110.0,Wednesday,August,2020,Morning
1781,WALM016,Brownsville,Home and lifestyle,68.0,1.0,2021-12-10,18:50:00,Ewallet,7.0,0.48,68.0,Friday,December,2021,Evening
1782,WALM059,Pflugerville,Fashion accessories,40.0,2.0,2020-10-03,20:08:00,Ewallet,6.0,0.33,80.0,Saturday,October,2020,Evening
1783,WALM047,Flower Mound,Home and lifestyle,72.0,3.0,2022-10-31,21:50:00,Ewallet,6.0,0.48,216.0,Monday,October,2022,Evening
1784,WALM036,Allen,Fashion accessories,53.0,1.0,2020-11-30,9:30:00,Ewallet,7.0,0.48,53.0,Monday,November,2020,Morning
1785,WALM044,Pharr,Home and lifestyle,16.0,3.0,2023-05-23,6:16:00,Ewallet,5.0,0.48,48.0,Tuesday,May,2023,Morning
1786,WALM096,Eagle Pass,Fashion accessories,29.0,1.0,2020-01-27,14:50:00,Ewallet,6.0,0.18,29.0,Monday,January,2020,Afternoon
1787,WALM090,Brownwood,Home and lifestyle,24.0,1.0,2023-03-14,17:14:00,Ewallet,7.0,0.33,24.0,Tuesday,March,2023,Evening
1788,WALM097,Alice,Fashion accessories,43.0,1.0,2023-10-30,12:15:00,Ewallet,8.0,0.18,43.0,Monday,October,2023,Afternoon
1789,WALM008,Corpus Christi,Home and lifestyle,75.0,3.0,2020-03-25,7:45:00,Ewallet,8.0,0.48,225.0,Wednesday,March,2020,Morning
1790,WALM024,Carrollton,Fashion accessories,59.0,2.0,2020-05-25,22:58:00,Ewallet,8.0,0.48,118.0,Monday,May,2020,Evening
1791,WALM010,Laredo,Home and lifestyle,28.0,1.0,2021-11-25,18:20:00,Ewallet,8.0,0.48,28.0,Thursday,November,2021,Evening
1792,WALM009,Plano,Fashion accessories,16.0,1.0,2022-01-23,18:19:00,Ewallet,9.0,0.48,16.0,Sunday,January,2022,Evening
1793,WALM085,Kerrville,Home and lifestyle,19.0,1.0,2022-06-04,20:16:00,Ewallet,5.0,0.33,19.0,Saturday,June,2022,Evening
1794,WALM024,Carrollton,Fashion accessories,75.0,2.0,2021-07-11,8:01:00,Ewallet,6.0,0.48,150.0,Sunday,July,2021,Morning
1795,WALM079,La Porte,Home and lifestyle,27.0,3.0,2020-08-26,11:24:00,Ewallet,7.0,0.33,81.0,Wednesday,August,2020,Morning
1796,WALM096,Eagle Pass,Fashion accessories,75.0,3.0,2022-05-06,14:27:00,Ewallet,6.0,0.18,225.0,Friday,May,2022,Afternoon
1797,WALM091,Little Elm,Home and lifestyle,24.0,2.0,2023-08-27,18:13:00,Ewallet,7.0,0.33,48.0,Sunday,August,2023,Evening
1798,WALM011,Lubbock,Fashion accessories,33.0,3.0,2020-07-24,10:27:00,Ewallet,7.0,0.48,99.0,Friday,July,2020,Morning
1799,WALM027,Abilene,Home and lifestyle,74.0,1.0,2023-09-27,12:39:00,Ewallet,6.0,0.48,74.0,Wednesday,September,2023,Afternoon
1800,WALM036,Allen,Fashion accessories,77.0,2.0,2023-06-17,6:08:00,Ewallet,6.0,0.48,154.0,Saturday,June,2023,Morning
1801,WALM047,Flower Mound,Home and lifestyle,61.0,2.0,2020-08-29,11:29:00,Ewallet,6.0,0.48,122.0,Saturday,August,2020,Morning
1802,WALM030,Richardson,Fashion accessories,28.0,3.0,2023-01-18,10:03:00,Ewallet,8.0,0.48,84.0,Wednesday,January,2023,Morning
1803,WALM006,El Paso,Home and lifestyle,45.0,3.0,2020-12-21,9:43:00,Ewallet,6.0,0.48,135.0,Monday,December,2020,Morning
1804,WALM042,Bryan,Fashion accessories,40.0,1.0,2020-03-19,16:51:00,Ewallet,7.0,0.48,40.0,Thursday,March,2020,Afternoon
1805,WALM077,Coppell,Home and lifestyle,16.0,1.0,2023-12-27,19:49:00,Ewallet,5.0,0.33,16.0,Wednesday,December,2023,Evening
1806,WALM043,Baytown,Fashion accessories,44.0,2.0,2021-08-12,12:26:00,Ewallet,7.0,0.48,88.0,Thursday,August,2021,Afternoon
1807,WALM062,Galveston,Home and lifestyle,49.0,1.0,2023-03-14,10:44:00,Ewallet,9.0,0.33,49.0,Tuesday,March,2023,Morning
1808,WALM024,Carrollton,Fashion accessories,74.0,3.0,2021-06-22,7:04:00,Ewallet,8.0,0.48,222.0,Tuesday,June,2021,Morning
1809,WALM008,Corpus Christi,Home and lifestyle,23.0,1.0,2023-12-05,17:04:00,Ewallet,5.0,0.48,23.0,Tuesday,December,2023,Evening
1810,WALM076,Huntsville,Fashion accessories,46.0,3.0,2023-11-12,19:23:00,Ewallet,7.0,0.33,138.0,Sunday,November,2023,Evening
1811,WALM041,Mission,Home and lifestyle,47.0,3.0,2021-05-09,18:54:00,Ewallet,7.0,0.48,141.0,Sunday,May,2021,Evening
1812,WALM081,Friendswood,Fashion accessories,58.0,1.0,2020-07-02,19:15:00,Ewallet,5.0,0.33,58.0,Thursday,July,2020,Evening
1813,WALM044,Pharr,Home and lifestyle,77.0,1.0,2022-06-01,8:04:00,Ewallet,8.0,0.48,77.0,Wednesday,June,2022,Morning
1814,WALM047,Flower Mound,Fashion accessories,26.0,2.0,2021-09-19,20:21:00,Ewallet,5.0,0.48,52.0,Sunday,September,2021,Evening
1815,WALM036,Allen,Home and lifestyle,24.0,1.0,2023-10-09,6:11:00,Ewallet,8.0,0.48,24.0,Monday,October,2023,Morning
1816,WALM097,Alice,Fashion accessories,46.0,2.0,2023-04-20,7:10:00,Ewallet,6.0,0.18,92.0,Thursday,April,2023,Morning
1817,WALM076,Huntsville,Home and lifestyle,15.0,3.0,2020-11-04,15:12:00,Ewallet,9.0,0.33,45.0,Wednesday,November,2020,Afternoon
1818,WALM070,Hurst,Fashion accessories,27.0,1.0,2021-06-01,10:14:00,Ewallet,4.0,0.33,27.0,Tuesday,June,2021,Morning
1819,WALM031,Lewisville,Home and lifestyle,68.0,2.0,2020-12-20,9:25:00,Ewallet,6.0,0.48,136.0,Sunday,December,2020,Morning
1820,WALM009,Plano,Fashion accessories,64.0,2.0,2021-03-16,13:36:00,Ewallet,5.0,0.48,128.0,Tuesday,March,2021,Afternoon
1821,WALM091,Little Elm,Home and lifestyle,40.0,3.0,2021-03-10,8:54:00,Ewallet,7.0,0.33,120.0,Wednesday,March,2021,Morning
1822,WALM048,Harlingen,Fashion accessories,15.0,3.0,2021-04-20,16:05:00,Ewallet,4.0,0.48,45.0,Tuesday,April,2021,Afternoon
1823,WALM042,Bryan,Home and lifestyle,73.0,3.0,2023-02-08,17:16:00,Ewallet,5.0,0.48,219.0,Wednesday,February,2023,Evening
1824,WALM097,Alice,Fashion accessories,45.0,2.0,2021-05-25,19:00:00,Ewallet,8.0,0.18,90.0,Tuesday,May,2021,Evening
1825,WALM005,Fort Worth,Home and lifestyle,44.0,3.0,2022-02-26,18:32:00,Ewallet,9.0,0.48,132.0,Saturday,February,2022,Evening
1826,WALM016,Brownsville,Fashion accessories,56.0,2.0,2023-07-28,16:20:00,Ewallet,8.0,0.48,112.0,Friday,July,2023,Afternoon
1827,WALM026,Denton,Home and lifestyle,17.0,1.0,2020-01-11,6:59:00,Ewallet,5.0,0.48,17.0,Saturday,January,2020,Morning
1828,WALM002,Dallas,Fashion accessories,38.0,3.0,2022-06-25,18:43:00,Ewallet,7.0,0.36,114.0,Saturday,June,2022,Evening
1829,WALM063,Georgetown,Home and lifestyle,73.0,3.0,2021-12-25,7:31:00,Ewallet,7.0,0.33,219.0,Saturday,December,2021,Morning
1830,WALM001,Houston,Fashion accessories,30.0,1.0,2020-01-27,19:13:00,Ewallet,5.0,0.36,30.0,Monday,January,2020,Evening
1831,WALM008,Corpus Christi,Home and lifestyle,76.0,1.0,2022-01-20,15:44:00,Ewallet,4.0,0.48,76.0,Thursday,January,2022,Afternoon
1832,WALM053,Conroe,Fashion accessories,75.0,2.0,2023-11-17,20:39:00,Ewallet,9.0,0.57,150.0,Friday,November,2023,Evening
1833,WALM076,Huntsville,Home and lifestyle,42.0,1.0,2020-03-04,7:03:00,Ewallet,5.0,0.33,42.0,Wednesday,March,2020,Morning
1834,WALM027,Abilene,Fashion accessories,81.0,3.0,2023-01-17,9:32:00,Ewallet,8.0,0.48,243.0,Tuesday,January,2023,Morning
1835,WALM034,College Station,Home and lifestyle,39.0,3.0,2021-01-27,8:56:00,Ewallet,9.0,0.48,117.0,Wednesday,January,2021,Morning
1836,WALM072,Lancaster,Fashion accessories,70.0,2.0,2020-09-19,8:48:00,Ewallet,8.0,0.33,140.0,Saturday,September,2020,Morning
1837,WALM083,Farmers Branch,Home and lifestyle,33.0,2.0,2022-08-29,13:30:00,Ewallet,9.0,0.33,66.0,Monday,August,2022,Afternoon
1838,WALM016,Brownsville,Fashion accessories,46.0,1.0,2020-05-21,20:26:00,Ewallet,7.0,0.48,46.0,Thursday,May,2020,Evening
1839,WALM019,Pasadena,Home and lifestyle,28.0,2.0,2020-09-07,16:06:00,Ewallet,7.0,0.48,56.0,Monday,September,2020,Afternoon
1840,WALM080,Nacogdoches,Fashion accessories,80.0,2.0,2020-02-22,22:13:00,Ewallet,8.0,0.33,160.0,Saturday,February,2020,Evening
1841,WALM015,Grand Prairie,Home and lifestyle,24.0,2.0,2023-07-28,11:58:00,Ewallet,6.0,0.48,48.0,Friday,July,2023,Morning
1842,WALM058,Port Arthur,Fashion accessories,59.0,3.0,2020-04-04,6:34:00,Ewallet,9.0,0.33,177.0,Saturday,April,2020,Morning
1843,WALM066,Grapevine,Home and lifestyle,72.0,2.0,2023-07-13,13:09:00,Ewallet,4.0,0.33,144.0,Thursday,July,2023,Afternoon
1844,WALM081,Friendswood,Fashion accessories,36.0,2.0,2021-07-26,16:36:00,Ewallet,7.0,0.33,72.0,Monday,July,2021,Afternoon
1845,WALM028,Odessa,Home and lifestyle,62.0,2.0,2022-03-06,13:31:00,Ewallet,9.0,0.48,124.0,Sunday,March,2022,Afternoon
1846,WALM090,Brownwood,Fashion accessories,79.0,1.0,2023-09-29,9:44:00,Ewallet,8.0,0.33,79.0,Friday,September,2023,Morning
1847,WALM036,Allen,Home and lifestyle,61.0,1.0,2020-01-24,9:08:00,Ewallet,4.0,0.48,61.0,Friday,January,2020,Morning
1848,WALM031,Lewisville,Fashion accessories,75.0,3.0,2022-08-04,16:28:00,Ewallet,6.0,0.48,225.0,Thursday,August,2022,Afternoon
1849,WALM034,College Station,Home and lifestyle,33.0,1.0,2021-11-12,22:55:00,Ewallet,6.0,0.48,33.0,Friday,November,2021,Evening
1850,WALM043,Baytown,Fashion accessories,67.0,2.0,2021-01-13,6:45:00,Ewallet,6.0,0.48,134.0,Wednesday,January,2021,Morning
1851,WALM019,Pasadena,Home and lifestyle,72.0,3.0,2023-08-20,8:49:00,Ewallet,4.0,0.48,216.0,Sunday,August,2023,Morning
1852,WALM080,Nacogdoches,Fashion accessories,75.0,1.0,2023-11-14,8:15:00,Ewallet,7.0,0.33,75.0,Tuesday,November,2023,Morning
1853,WALM043,Baytown,Home and lifestyle,22.0,2.0,2022-09-23,20:10:00,Ewallet,6.0,0.48,44.0,Friday,September,2022,Evening
1854,WALM051,New Braunfels,Fashion accessories,30.0,2.0,2022-02-01,15:12:00,Ewallet,9.0,0.48,60.0,Tuesday,February,2022,Afternoon
1855,WALM015,Grand Prairie,Home and lifestyle,63.0,1.0,2020-07-10,22:14:00,Ewallet,8.0,0.48,63.0,Friday,July,2020,Evening
1856,WALM064,Bedford,Fashion accessories,35.0,1.0,2022-07-02,18:03:00,Ewallet,6.0,0.33,35.0,Saturday,July,2022,Evening
1857,WALM042,Bryan,Home and lifestyle,38.0,2.0,2022-10-19,19:37:00,Ewallet,6.0,0.48,76.0,Wednesday,October,2022,Evening
1858,WALM010,Laredo,Fashion accessories,17.0,2.0,2020-09-27,17:46:00,Ewallet,6.0,0.48,34.0,Sunday,September,2020,Evening
1859,WALM081,Friendswood,Home and lifestyle,57.0,1.0,2023-11-12,19:04:00,Ewallet,6.0,0.33,57.0,Sunday,November,2023,Evening
1860,WALM061,Cedar Park,Fashion accessories,18.0,2.0,2020-04-27,17:58:00,Ewallet,5.0,0.33,36.0,Monday,April,2020,Evening
1861,WALM052,Mansfield,Home and lifestyle,57.0,1.0,2022-09-26,7:55:00,Ewallet,6.0,0.57,57.0,Monday,September,2022,Morning
1862,WALM098,Mineral Wells,Fashion accessories,18.0,2.0,2020-09-12,19:24:00,Ewallet,6.0,0.18,36.0,Saturday,September,2020,Evening
1863,WALM001,Houston,Home and lifestyle,68.0,1.0,2020-06-10,19:09:00,Ewallet,9.0,0.36,68.0,Wednesday,June,2020,Evening
1864,WALM024,Carrollton,Fashion accessories,80.0,1.0,2023-09-24,17:47:00,Ewallet,8.0,0.48,80.0,Sunday,September,2023,Evening
1865,WALM045,Missouri City,Home and lifestyle,72.0,3.0,2020-04-05,13:24:00,Credit card,9.0,0.48,216.0,Sunday,April,2020,Afternoon
1866,WALM057,Euless,Fashion accessories,63.0,3.0,2023-05-21,10:05:00,Ewallet,4.0,0.33,189.0,Sunday,May,2023,Morning
1867,WALM092,Lake Jackson,Home and lifestyle,37.0,2.0,2020-02-13,9:01:00,Ewallet,4.0,0.33,74.0,Thursday,February,2020,Morning
1868,WALM064,Bedford,Fashion accessories,23.0,2.0,2022-05-12,12:08:00,Ewallet,8.0,0.33,46.0,Thursday,May,2022,Afternoon
1869,WALM041,Mission,Home and lifestyle,31.0,3.0,2022-05-28,10:40:00,Ewallet,4.0,0.48,93.0,Saturday,May,2022,Morning
1870,WALM048,Harlingen,Fashion accessories,78.0,2.0,2023-05-04,11:26:00,Ewallet,8.0,0.48,156.0,Thursday,May,2023,Morning
1871,WALM026,Denton,Home and lifestyle,63.0,2.0,2021-06-21,21:18:00,Ewallet,5.0,0.48,126.0,Monday,June,2021,Evening
1872,WALM067,Haltom City,Fashion accessories,40.0,2.0,2023-05-10,9:26:00,Ewallet,7.0,0.33,80.0,Wednesday,May,2023,Morning
1873,WALM013,Irving,Home and lifestyle,17.0,3.0,2021-02-15,9:05:00,Ewallet,9.0,0.48,51.0,Monday,February,2021,Morning
